app_type,tx_datetime,requests
clean app,2018-06-22T12:15:00,430
clean app,2018-06-22T12:16:00,448
clean app,2018-06-22T12:17:00,469
clean app,2018-06-22T12:18:00,419
clean app,2018-06-22T12:19:00,416
clean app,2018-06-22T12:20:00,451
clean app,2018-06-22T12:21:00,417
clean app,2018-06-22T12:22:00,408
clean app,2018-06-22T12:23:00,461
clean app,2018-06-22T12:24:00,426
clean app,2018-06-22T12:25:00,450
clean app,2018-06-22T12:26:00,447
clean app,2018-06-22T12:27:00,423
clean app,2018-06-22T12:28:00,446
clean app,2018-06-22T12:29:00,433
clean app,2018-06-22T12:30:00,488
clean app,2018-06-22T12:31:00,411
clean app,2018-06-22T12:32:00,440
clean app,2018-06-22T12:33:00,412
clean app,2018-06-22T12:34:00,402
clean app,2018-06-22T12:35:00,418
clean app,2018-06-22T12:36:00,466
clean app,2018-06-22T12:37:00,311
clean app,2018-06-22T12:38:00,399
clean app,2018-06-22T12:39:00,391
clean app,2018-06-22T12:40:00,433
clean app,2018-06-22T12:41:00,419
clean app,2018-06-22T12:42:00,461
clean app,2018-06-22T12:43:00,400
clean app,2018-06-22T12:44:00,456
clean app,2018-06-22T12:45:00,446
clean app,2018-06-22T12:46:00,404
clean app,2018-06-22T12:47:00,447
clean app,2018-06-22T12:48:00,446
clean app,2018-06-22T12:49:00,418
clean app,2018-06-22T12:50:00,443
clean app,2018-06-22T12:51:00,469
clean app,2018-06-22T12:52:00,393
clean app,2018-06-22T12:53:00,402
clean app,2018-06-22T12:54:00,409
clean app,2018-06-22T12:55:00,416
clean app,2018-06-22T12:56:00,404
clean app,2018-06-22T12:57:00,377
clean app,2018-06-22T12:58:00,374
clean app,2018-06-22T12:59:00,392
clean app,2018-06-22T13:00:00,460
clean app,2018-06-22T13:01:00,417
clean app,2018-06-22T13:02:00,379
clean app,2018-06-22T13:03:00,349
clean app,2018-06-22T13:04:00,394
clean app,2018-06-22T13:05:00,407
clean app,2018-06-22T13:06:00,394
clean app,2018-06-22T13:07:00,379
clean app,2018-06-22T13:08:00,433
clean app,2018-06-22T13:09:00,420
clean app,2018-06-22T13:10:00,411
clean app,2018-06-22T13:11:00,384
clean app,2018-06-22T13:12:00,409
clean app,2018-06-22T13:13:00,422
clean app,2018-06-22T13:14:00,430
clean app,2018-06-22T13:15:00,417
clean app,2018-06-22T13:16:00,391
clean app,2018-06-22T13:17:00,403
clean app,2018-06-22T13:18:00,443
clean app,2018-06-22T13:19:00,395
clean app,2018-06-22T13:20:00,447
clean app,2018-06-22T13:21:00,397
clean app,2018-06-22T13:22:00,333
clean app,2018-06-22T13:23:00,379
clean app,2018-06-22T13:24:00,391
clean app,2018-06-22T13:25:00,422
clean app,2018-06-22T13:26:00,401
clean app,2018-06-22T13:27:00,413
clean app,2018-06-22T13:28:00,383
clean app,2018-06-22T13:29:00,395
clean app,2018-06-22T13:30:00,485
clean app,2018-06-22T13:31:00,420
clean app,2018-06-22T13:32:00,441
clean app,2018-06-22T13:33:00,360
clean app,2018-06-22T13:34:00,382
clean app,2018-06-22T13:35:00,393
clean app,2018-06-22T13:36:00,385
clean app,2018-06-22T13:37:00,335
clean app,2018-06-22T13:38:00,324
clean app,2018-06-22T13:39:00,368
clean app,2018-06-22T13:40:00,358
clean app,2018-06-22T13:41:00,382
clean app,2018-06-22T13:42:00,415
clean app,2018-06-22T13:43:00,370
clean app,2018-06-22T13:44:00,411
clean app,2018-06-22T13:45:00,367
clean app,2018-06-22T13:46:00,353
clean app,2018-06-22T13:47:00,385
clean app,2018-06-22T13:48:00,414
clean app,2018-06-22T13:49:00,372
clean app,2018-06-22T13:50:00,403
clean app,2018-06-22T13:51:00,382
clean app,2018-06-22T13:52:00,364
clean app,2018-06-22T13:53:00,382
clean app,2018-06-22T13:54:00,435
clean app,2018-06-22T13:55:00,369
clean app,2018-06-22T13:56:00,380
clean app,2018-06-22T13:57:00,392
clean app,2018-06-22T13:58:00,357
clean app,2018-06-22T13:59:00,333
clean app,2018-06-22T14:00:00,474
clean app,2018-06-22T14:01:00,376
clean app,2018-06-22T14:02:00,387
clean app,2018-06-22T14:03:00,372
clean app,2018-06-22T14:04:00,367
clean app,2018-06-22T14:05:00,415
clean app,2018-06-22T14:06:00,358
clean app,2018-06-22T14:07:00,383
clean app,2018-06-22T14:08:00,370
clean app,2018-06-22T14:09:00,395
clean app,2018-06-22T14:10:00,371
clean app,2018-06-22T14:11:00,368
clean app,2018-06-22T14:12:00,404
clean app,2018-06-22T14:13:00,360
clean app,2018-06-22T14:14:00,376
clean app,2018-06-22T14:15:00,397
clean app,2018-06-22T14:16:00,372
clean app,2018-06-22T14:17:00,386
clean app,2018-06-22T14:18:00,407
clean app,2018-06-22T14:19:00,411
clean app,2018-06-22T14:20:00,384
clean app,2018-06-22T14:21:00,345
clean app,2018-06-22T14:22:00,366
clean app,2018-06-22T14:23:00,363
clean app,2018-06-22T14:24:00,397
clean app,2018-06-22T14:25:00,288
clean app,2018-06-22T14:26:00,320
clean app,2018-06-22T14:27:00,392
clean app,2018-06-22T14:28:00,342
clean app,2018-06-22T14:29:00,357
clean app,2018-06-22T14:30:00,404
clean app,2018-06-22T14:31:00,351
clean app,2018-06-22T14:32:00,349
clean app,2018-06-22T14:33:00,384
clean app,2018-06-22T14:34:00,348
clean app,2018-06-22T14:35:00,371
clean app,2018-06-22T14:36:00,394
clean app,2018-06-22T14:37:00,356
clean app,2018-06-22T14:38:00,336
clean app,2018-06-22T14:39:00,325
clean app,2018-06-22T14:40:00,383
clean app,2018-06-22T14:41:00,394
clean app,2018-06-22T14:42:00,335
clean app,2018-06-22T14:43:00,377
clean app,2018-06-22T14:44:00,369
clean app,2018-06-22T14:45:00,384
clean app,2018-06-22T14:46:00,387
clean app,2018-06-22T14:47:00,345
clean app,2018-06-22T14:48:00,361
clean app,2018-06-22T14:49:00,334
clean app,2018-06-22T14:50:00,328
clean app,2018-06-22T14:51:00,352
clean app,2018-06-22T14:52:00,307
clean app,2018-06-22T14:53:00,326
clean app,2018-06-22T14:54:00,400
clean app,2018-06-22T14:55:00,336
clean app,2018-06-22T14:56:00,320
clean app,2018-06-22T14:57:00,359
clean app,2018-06-22T14:58:00,331
clean app,2018-06-22T14:59:00,341
clean app,2018-06-22T15:00:00,399
clean app,2018-06-22T15:01:00,367
clean app,2018-06-22T15:02:00,348
clean app,2018-06-22T15:03:00,304
clean app,2018-06-22T15:04:00,297
clean app,2018-06-22T15:05:00,346
clean app,2018-06-22T15:06:00,369
clean app,2018-06-22T15:07:00,365
clean app,2018-06-22T15:08:00,330
clean app,2018-06-22T15:09:00,292
clean app,2018-06-22T15:10:00,374
clean app,2018-06-22T15:11:00,355
clean app,2018-06-22T15:12:00,354
clean app,2018-06-22T15:13:00,346
clean app,2018-06-22T15:14:00,398
clean app,2018-06-22T15:15:00,372
clean app,2018-06-22T15:16:00,344
clean app,2018-06-22T15:17:00,360
clean app,2018-06-22T15:18:00,346
clean app,2018-06-22T15:19:00,307
clean app,2018-06-22T15:20:00,374
clean app,2018-06-22T15:21:00,339
clean app,2018-06-22T15:22:00,350
clean app,2018-06-22T15:23:00,340
clean app,2018-06-22T15:24:00,331
clean app,2018-06-22T15:25:00,242
clean app,2018-06-22T15:26:00,349
clean app,2018-06-22T15:27:00,387
clean app,2018-06-22T15:28:00,346
clean app,2018-06-22T15:29:00,362
clean app,2018-06-22T15:30:00,401
clean app,2018-06-22T15:31:00,381
clean app,2018-06-22T15:32:00,372
clean app,2018-06-22T15:33:00,337
clean app,2018-06-22T15:34:00,325
clean app,2018-06-22T15:35:00,356
clean app,2018-06-22T15:36:00,322
clean app,2018-06-22T15:37:00,359
clean app,2018-06-22T15:38:00,344
clean app,2018-06-22T15:39:00,382
clean app,2018-06-22T15:40:00,352
clean app,2018-06-22T15:41:00,412
clean app,2018-06-22T15:42:00,359
clean app,2018-06-22T15:43:00,375
clean app,2018-06-22T15:44:00,411
clean app,2018-06-22T15:45:00,344
clean app,2018-06-22T15:46:00,346
clean app,2018-06-22T15:47:00,381
clean app,2018-06-22T15:48:00,342
clean app,2018-06-22T15:49:00,348
clean app,2018-06-22T15:50:00,350
clean app,2018-06-22T15:51:00,396
clean app,2018-06-22T15:52:00,372
clean app,2018-06-22T15:53:00,418
clean app,2018-06-22T15:54:00,370
clean app,2018-06-22T15:55:00,395
clean app,2018-06-22T15:56:00,376
clean app,2018-06-22T15:57:00,327
clean app,2018-06-22T15:58:00,345
clean app,2018-06-22T15:59:00,379
clean app,2018-06-22T16:00:00,410
clean app,2018-06-22T16:01:00,455
clean app,2018-06-22T16:02:00,402
clean app,2018-06-22T16:03:00,438
clean app,2018-06-22T16:04:00,371
clean app,2018-06-22T16:05:00,359
clean app,2018-06-22T16:06:00,351
clean app,2018-06-22T16:07:00,389
clean app,2018-06-22T16:08:00,391
clean app,2018-06-22T16:09:00,359
clean app,2018-06-22T16:10:00,400
clean app,2018-06-22T16:11:00,369
clean app,2018-06-22T16:12:00,396
clean app,2018-06-22T16:13:00,364
clean app,2018-06-22T16:14:00,385
clean app,2018-06-22T16:15:00,327
clean app,2018-06-22T16:16:00,375
clean app,2018-06-22T16:17:00,399
clean app,2018-06-22T16:18:00,340
clean app,2018-06-22T16:19:00,375
clean app,2018-06-22T16:20:00,376
clean app,2018-06-22T16:21:00,318
clean app,2018-06-22T16:22:00,363
clean app,2018-06-22T16:23:00,350
clean app,2018-06-22T16:24:00,350
clean app,2018-06-22T16:25:00,226
clean app,2018-06-22T16:26:00,368
clean app,2018-06-22T16:27:00,335
clean app,2018-06-22T16:28:00,350
clean app,2018-06-22T16:29:00,302
clean app,2018-06-22T16:30:00,367
clean app,2018-06-22T16:31:00,339
clean app,2018-06-22T16:32:00,346
clean app,2018-06-22T16:33:00,329
clean app,2018-06-22T16:34:00,341
clean app,2018-06-22T16:35:00,337
clean app,2018-06-22T16:36:00,329
clean app,2018-06-22T16:37:00,343
clean app,2018-06-22T16:38:00,353
clean app,2018-06-22T16:39:00,335
clean app,2018-06-22T16:40:00,361
clean app,2018-06-22T16:41:00,344
clean app,2018-06-22T16:42:00,385
clean app,2018-06-22T16:43:00,308
clean app,2018-06-22T16:44:00,330
clean app,2018-06-22T16:45:00,373
clean app,2018-06-22T16:46:00,335
clean app,2018-06-22T16:47:00,381
clean app,2018-06-22T16:48:00,360
clean app,2018-06-22T16:49:00,352
clean app,2018-06-22T16:50:00,337
clean app,2018-06-22T16:51:00,374
clean app,2018-06-22T16:52:00,352
clean app,2018-06-22T16:53:00,387
clean app,2018-06-22T16:54:00,333
clean app,2018-06-22T16:55:00,333
clean app,2018-06-22T16:56:00,328
clean app,2018-06-22T16:57:00,330
clean app,2018-06-22T16:58:00,317
clean app,2018-06-22T16:59:00,314
clean app,2018-06-22T17:00:00,395
clean app,2018-06-22T17:01:00,359
clean app,2018-06-22T17:02:00,375
clean app,2018-06-22T17:03:00,309
clean app,2018-06-22T17:04:00,365
clean app,2018-06-22T17:05:00,355
clean app,2018-06-22T17:06:00,338
clean app,2018-06-22T17:07:00,328
clean app,2018-06-22T17:08:00,348
clean app,2018-06-22T17:09:00,377
clean app,2018-06-22T17:10:00,402
clean app,2018-06-22T17:11:00,311
clean app,2018-06-22T17:12:00,365
clean app,2018-06-22T17:13:00,351
clean app,2018-06-22T17:14:00,361
clean app,2018-06-22T17:15:00,325
clean app,2018-06-22T17:16:00,321
clean app,2018-06-22T17:17:00,374
clean app,2018-06-22T17:18:00,373
clean app,2018-06-22T17:19:00,365
clean app,2018-06-22T17:20:00,401
clean app,2018-06-22T17:21:00,334
clean app,2018-06-22T17:22:00,325
clean app,2018-06-22T17:23:00,318
clean app,2018-06-22T17:24:00,358
clean app,2018-06-22T17:25:00,266
clean app,2018-06-22T17:26:00,355
clean app,2018-06-22T17:27:00,356
clean app,2018-06-22T17:28:00,347
clean app,2018-06-22T17:29:00,344
clean app,2018-06-22T17:30:00,354
clean app,2018-06-22T17:31:00,392
clean app,2018-06-22T17:32:00,348
clean app,2018-06-22T17:33:00,380
clean app,2018-06-22T17:34:00,344
clean app,2018-06-22T17:35:00,403
clean app,2018-06-22T17:36:00,394
clean app,2018-06-22T17:37:00,352
clean app,2018-06-22T17:38:00,330
clean app,2018-06-22T17:39:00,350
clean app,2018-06-22T17:40:00,410
clean app,2018-06-22T17:41:00,372
clean app,2018-06-22T17:42:00,355
clean app,2018-06-22T17:43:00,355
clean app,2018-06-22T17:44:00,351
clean app,2018-06-22T17:45:00,374
clean app,2018-06-22T17:46:00,344
clean app,2018-06-22T17:47:00,358
clean app,2018-06-22T17:48:00,371
clean app,2018-06-22T17:49:00,355
clean app,2018-06-22T17:50:00,373
clean app,2018-06-22T17:51:00,413
clean app,2018-06-22T17:52:00,377
clean app,2018-06-22T17:53:00,321
clean app,2018-06-22T17:54:00,363
clean app,2018-06-22T17:55:00,309
clean app,2018-06-22T17:56:00,361
clean app,2018-06-22T17:57:00,383
clean app,2018-06-22T17:58:00,370
clean app,2018-06-22T17:59:00,416
clean app,2018-06-22T18:00:00,471
clean app,2018-06-22T18:01:00,418
clean app,2018-06-22T18:02:00,376
clean app,2018-06-22T18:03:00,348
clean app,2018-06-22T18:04:00,378
clean app,2018-06-22T18:05:00,344
clean app,2018-06-22T18:06:00,376
clean app,2018-06-22T18:07:00,348
clean app,2018-06-22T18:08:00,396
clean app,2018-06-22T18:09:00,349
clean app,2018-06-22T18:10:00,397
clean app,2018-06-22T18:11:00,347
clean app,2018-06-22T18:12:00,416
clean app,2018-06-22T18:13:00,350
clean app,2018-06-22T18:14:00,416
clean app,2018-06-22T18:15:00,376
clean app,2018-06-22T18:16:00,340
clean app,2018-06-22T18:17:00,392
clean app,2018-06-22T18:18:00,410
clean app,2018-06-22T18:19:00,375
clean app,2018-06-22T18:20:00,415
clean app,2018-06-22T18:21:00,377
clean app,2018-06-22T18:22:00,380
clean app,2018-06-22T18:23:00,356
clean app,2018-06-22T18:24:00,396
clean app,2018-06-22T18:25:00,295
clean app,2018-06-22T18:26:00,414
clean app,2018-06-22T18:27:00,417
clean app,2018-06-22T18:28:00,419
clean app,2018-06-22T18:29:00,407
clean app,2018-06-22T18:30:00,374
clean app,2018-06-22T18:31:00,377
clean app,2018-06-22T18:32:00,421
clean app,2018-06-22T18:33:00,373
clean app,2018-06-22T18:34:00,375
clean app,2018-06-22T18:35:00,409
clean app,2018-06-22T18:36:00,390
clean app,2018-06-22T18:37:00,371
clean app,2018-06-22T18:38:00,376
clean app,2018-06-22T18:39:00,367
clean app,2018-06-22T18:40:00,381
clean app,2018-06-22T18:41:00,417
clean app,2018-06-22T18:42:00,385
clean app,2018-06-22T18:43:00,335
clean app,2018-06-22T18:44:00,414
clean app,2018-06-22T18:45:00,408
clean app,2018-06-22T18:46:00,305
clean app,2018-06-22T18:47:00,376
clean app,2018-06-22T18:48:00,395
clean app,2018-06-22T18:49:00,370
clean app,2018-06-22T18:50:00,359
clean app,2018-06-22T18:51:00,400
clean app,2018-06-22T18:52:00,396
clean app,2018-06-22T18:53:00,356
clean app,2018-06-22T18:54:00,380
clean app,2018-06-22T18:55:00,369
clean app,2018-06-22T18:56:00,360
clean app,2018-06-22T18:57:00,351
clean app,2018-06-22T18:58:00,337
clean app,2018-06-22T18:59:00,369
clean app,2018-06-22T19:00:00,415
clean app,2018-06-22T19:01:00,395
clean app,2018-06-22T19:02:00,376
clean app,2018-06-22T19:03:00,352
clean app,2018-06-22T19:04:00,373
clean app,2018-06-22T19:05:00,394
clean app,2018-06-22T19:06:00,359
clean app,2018-06-22T19:07:00,369
clean app,2018-06-22T19:08:00,353
clean app,2018-06-22T19:09:00,345
clean app,2018-06-22T19:10:00,406
clean app,2018-06-22T19:11:00,342
clean app,2018-06-22T19:12:00,328
clean app,2018-06-22T19:13:00,388
clean app,2018-06-22T19:14:00,389
clean app,2018-06-22T19:15:00,422
clean app,2018-06-22T19:16:00,350
clean app,2018-06-22T19:17:00,358
clean app,2018-06-22T19:18:00,347
clean app,2018-06-22T19:19:00,355
clean app,2018-06-22T19:20:00,395
clean app,2018-06-22T19:21:00,402
clean app,2018-06-22T19:22:00,186
clean app,2018-06-22T19:23:00,318
clean app,2018-06-22T19:24:00,356
clean app,2018-06-22T19:25:00,309
clean app,2018-06-22T19:26:00,357
clean app,2018-06-22T19:27:00,403
clean app,2018-06-22T19:28:00,357
clean app,2018-06-22T19:29:00,381
clean app,2018-06-22T19:30:00,412
clean app,2018-06-22T19:31:00,340
clean app,2018-06-22T19:32:00,388
clean app,2018-06-22T19:33:00,401
clean app,2018-06-22T19:34:00,362
clean app,2018-06-22T19:35:00,386
clean app,2018-06-22T19:36:00,365
clean app,2018-06-22T19:37:00,403
clean app,2018-06-22T19:38:00,376
clean app,2018-06-22T19:39:00,394
clean app,2018-06-22T19:40:00,426
clean app,2018-06-22T19:41:00,406
clean app,2018-06-22T19:42:00,402
clean app,2018-06-22T19:43:00,334
clean app,2018-06-22T19:44:00,448
clean app,2018-06-22T19:45:00,419
clean app,2018-06-22T19:46:00,389
clean app,2018-06-22T19:47:00,401
clean app,2018-06-22T19:48:00,356
clean app,2018-06-22T19:49:00,378
clean app,2018-06-22T19:50:00,400
clean app,2018-06-22T19:51:00,402
clean app,2018-06-22T19:52:00,377
clean app,2018-06-22T19:53:00,347
clean app,2018-06-22T19:54:00,392
clean app,2018-06-22T19:55:00,399
clean app,2018-06-22T19:56:00,360
clean app,2018-06-22T19:57:00,353
clean app,2018-06-22T19:58:00,378
clean app,2018-06-22T19:59:00,376
clean app,2018-06-22T20:00:00,398
clean app,2018-06-22T20:01:00,421
clean app,2018-06-22T20:02:00,381
clean app,2018-06-22T20:03:00,379
clean app,2018-06-22T20:04:00,396
clean app,2018-06-22T20:05:00,376
clean app,2018-06-22T20:06:00,368
clean app,2018-06-22T20:07:00,372
clean app,2018-06-22T20:08:00,375
clean app,2018-06-22T20:09:00,338
clean app,2018-06-22T20:10:00,424
clean app,2018-06-22T20:11:00,368
clean app,2018-06-22T20:12:00,396
clean app,2018-06-22T20:13:00,407
clean app,2018-06-22T20:14:00,368
clean app,2018-06-22T20:15:00,379
clean app,2018-06-22T20:16:00,367
clean app,2018-06-22T20:17:00,436
clean app,2018-06-22T20:18:00,392
clean app,2018-06-22T20:19:00,371
clean app,2018-06-22T20:20:00,429
clean app,2018-06-22T20:21:00,424
clean app,2018-06-22T20:22:00,372
clean app,2018-06-22T20:23:00,446
clean app,2018-06-22T20:24:00,418
clean app,2018-06-22T20:25:00,382
clean app,2018-06-22T20:26:00,384
clean app,2018-06-22T20:27:00,401
clean app,2018-06-22T20:28:00,353
clean app,2018-06-22T20:29:00,454
clean app,2018-06-22T20:30:00,462
clean app,2018-06-22T20:31:00,394
clean app,2018-06-22T20:32:00,444
clean app,2018-06-22T20:33:00,450
clean app,2018-06-22T20:34:00,363
clean app,2018-06-22T20:35:00,379
clean app,2018-06-22T20:36:00,438
clean app,2018-06-22T20:37:00,419
clean app,2018-06-22T20:38:00,373
clean app,2018-06-22T20:39:00,375
clean app,2018-06-22T20:40:00,411
clean app,2018-06-22T20:41:00,381
clean app,2018-06-22T20:42:00,400
clean app,2018-06-22T20:43:00,441
clean app,2018-06-22T20:44:00,383
clean app,2018-06-22T20:45:00,438
clean app,2018-06-22T20:46:00,436
clean app,2018-06-22T20:47:00,370
clean app,2018-06-22T20:48:00,409
clean app,2018-06-22T20:49:00,394
clean app,2018-06-22T20:50:00,357
clean app,2018-06-22T20:51:00,441
clean app,2018-06-22T20:52:00,386
clean app,2018-06-22T20:53:00,418
clean app,2018-06-22T20:54:00,479
clean app,2018-06-22T20:55:00,402
clean app,2018-06-22T20:56:00,434
clean app,2018-06-22T20:57:00,384
clean app,2018-06-22T20:58:00,378
clean app,2018-06-22T20:59:00,392
clean app,2018-06-22T21:00:00,428
clean app,2018-06-22T21:01:00,401
clean app,2018-06-22T21:02:00,391
clean app,2018-06-22T21:03:00,376
clean app,2018-06-22T21:04:00,415
clean app,2018-06-22T21:05:00,413
clean app,2018-06-22T21:06:00,450
clean app,2018-06-22T21:07:00,419
clean app,2018-06-22T21:08:00,416
clean app,2018-06-22T21:09:00,390
clean app,2018-06-22T21:10:00,460
clean app,2018-06-22T21:11:00,368
clean app,2018-06-22T21:12:00,380
clean app,2018-06-22T21:13:00,442
clean app,2018-06-22T21:14:00,441
clean app,2018-06-22T21:15:00,443
clean app,2018-06-22T21:16:00,388
clean app,2018-06-22T21:17:00,419
clean app,2018-06-22T21:18:00,388
clean app,2018-06-22T21:19:00,398
clean app,2018-06-22T21:20:00,434
clean app,2018-06-22T21:21:00,408
clean app,2018-06-22T21:22:00,423
clean app,2018-06-22T21:23:00,404
clean app,2018-06-22T21:24:00,382
clean app,2018-06-22T21:25:00,364
clean app,2018-06-22T21:26:00,432
clean app,2018-06-22T21:27:00,444
clean app,2018-06-22T21:28:00,377
clean app,2018-06-22T21:29:00,397
clean app,2018-06-22T21:30:00,438
clean app,2018-06-22T21:31:00,405
clean app,2018-06-22T21:32:00,439
clean app,2018-06-22T21:33:00,393
clean app,2018-06-22T21:34:00,354
clean app,2018-06-22T21:35:00,380
clean app,2018-06-22T21:36:00,438
clean app,2018-06-22T21:37:00,423
clean app,2018-06-22T21:38:00,384
clean app,2018-06-22T21:39:00,370
clean app,2018-06-22T21:40:00,385
clean app,2018-06-22T21:41:00,415
clean app,2018-06-22T21:42:00,497
clean app,2018-06-22T21:43:00,413
clean app,2018-06-22T21:44:00,372
clean app,2018-06-22T21:45:00,399
clean app,2018-06-22T21:46:00,391
clean app,2018-06-22T21:47:00,368
clean app,2018-06-22T21:48:00,378
clean app,2018-06-22T21:49:00,386
clean app,2018-06-22T21:50:00,402
clean app,2018-06-22T21:51:00,388
clean app,2018-06-22T21:52:00,391
clean app,2018-06-22T21:53:00,386
clean app,2018-06-22T21:54:00,457
clean app,2018-06-22T21:55:00,380
clean app,2018-06-22T21:56:00,389
clean app,2018-06-22T21:57:00,402
clean app,2018-06-22T21:58:00,395
clean app,2018-06-22T21:59:00,385
clean app,2018-06-22T22:00:00,472
clean app,2018-06-22T22:01:00,422
clean app,2018-06-22T22:02:00,379
clean app,2018-06-22T22:03:00,427
clean app,2018-06-22T22:04:00,410
clean app,2018-06-22T22:05:00,373
clean app,2018-06-22T22:06:00,401
clean app,2018-06-22T22:07:00,432
clean app,2018-06-22T22:08:00,428
clean app,2018-06-22T22:09:00,395
clean app,2018-06-22T22:10:00,478
clean app,2018-06-22T22:11:00,427
clean app,2018-06-22T22:12:00,472
clean app,2018-06-22T22:13:00,433
clean app,2018-06-22T22:14:00,462
clean app,2018-06-22T22:15:00,403
clean app,2018-06-22T22:16:00,423
clean app,2018-06-22T22:17:00,411
clean app,2018-06-22T22:18:00,432
clean app,2018-06-22T22:19:00,378
clean app,2018-06-22T22:20:00,440
clean app,2018-06-22T22:21:00,426
clean app,2018-06-22T22:22:00,401
clean app,2018-06-22T22:23:00,387
clean app,2018-06-22T22:24:00,406
clean app,2018-06-22T22:25:00,455
clean app,2018-06-22T22:26:00,394
clean app,2018-06-22T22:27:00,437
clean app,2018-06-22T22:28:00,427
clean app,2018-06-22T22:29:00,447
clean app,2018-06-22T22:30:00,441
clean app,2018-06-22T22:31:00,413
clean app,2018-06-22T22:32:00,458
clean app,2018-06-22T22:33:00,391
clean app,2018-06-22T22:34:00,407
clean app,2018-06-22T22:35:00,442
clean app,2018-06-22T22:36:00,404
clean app,2018-06-22T22:37:00,415
clean app,2018-06-22T22:38:00,392
clean app,2018-06-22T22:39:00,406
clean app,2018-06-22T22:40:00,398
clean app,2018-06-22T22:41:00,427
clean app,2018-06-22T22:42:00,451
clean app,2018-06-22T22:43:00,406
clean app,2018-06-22T22:44:00,419
clean app,2018-06-22T22:45:00,412
clean app,2018-06-22T22:46:00,446
clean app,2018-06-22T22:47:00,452
clean app,2018-06-22T22:48:00,422
clean app,2018-06-22T22:49:00,465
clean app,2018-06-22T22:50:00,396
clean app,2018-06-22T22:51:00,420
clean app,2018-06-22T22:52:00,449
clean app,2018-06-22T22:53:00,379
clean app,2018-06-22T22:54:00,368
clean app,2018-06-22T22:55:00,440
clean app,2018-06-22T22:56:00,444
clean app,2018-06-22T22:57:00,425
clean app,2018-06-22T22:58:00,427
clean app,2018-06-22T22:59:00,405
clean app,2018-06-22T23:00:00,441
clean app,2018-06-22T23:01:00,467
clean app,2018-06-22T23:02:00,434
clean app,2018-06-22T23:03:00,447
clean app,2018-06-22T23:04:00,390
clean app,2018-06-22T23:05:00,455
clean app,2018-06-22T23:06:00,424
clean app,2018-06-22T23:07:00,466
clean app,2018-06-22T23:08:00,435
clean app,2018-06-22T23:09:00,436
clean app,2018-06-22T23:10:00,492
clean app,2018-06-22T23:11:00,496
clean app,2018-06-22T23:12:00,445
clean app,2018-06-22T23:13:00,386
clean app,2018-06-22T23:14:00,434
clean app,2018-06-22T23:15:00,414
clean app,2018-06-22T23:16:00,449
clean app,2018-06-22T23:17:00,444
clean app,2018-06-22T23:18:00,413
clean app,2018-06-22T23:19:00,435
clean app,2018-06-22T23:20:00,527
clean app,2018-06-22T23:21:00,471
clean app,2018-06-22T23:22:00,510
clean app,2018-06-22T23:23:00,452
clean app,2018-06-22T23:24:00,426
clean app,2018-06-22T23:25:00,438
clean app,2018-06-22T23:26:00,434
clean app,2018-06-22T23:27:00,464
clean app,2018-06-22T23:28:00,487
clean app,2018-06-22T23:29:00,446
clean app,2018-06-22T23:30:00,516
clean app,2018-06-22T23:31:00,474
clean app,2018-06-22T23:32:00,458
clean app,2018-06-22T23:33:00,433
clean app,2018-06-22T23:34:00,469
clean app,2018-06-22T23:35:00,504
clean app,2018-06-22T23:36:00,445
clean app,2018-06-22T23:37:00,461
clean app,2018-06-22T23:38:00,422
clean app,2018-06-22T23:39:00,433
clean app,2018-06-22T23:40:00,491
clean app,2018-06-22T23:41:00,498
clean app,2018-06-22T23:42:00,463
clean app,2018-06-22T23:43:00,420
clean app,2018-06-22T23:44:00,472
clean app,2018-06-22T23:45:00,503
clean app,2018-06-22T23:46:00,428
clean app,2018-06-22T23:47:00,499
clean app,2018-06-22T23:48:00,442
clean app,2018-06-22T23:49:00,457
clean app,2018-06-22T23:50:00,457
clean app,2018-06-22T23:51:00,464
clean app,2018-06-22T23:52:00,480
clean app,2018-06-22T23:53:00,518
clean app,2018-06-22T23:54:00,451
clean app,2018-06-22T23:55:00,487
clean app,2018-06-22T23:56:00,463
clean app,2018-06-22T23:57:00,449
clean app,2018-06-22T23:58:00,477
clean app,2018-06-22T23:59:00,483
fraud app,2018-06-22T00:00:00,5592
fraud app,2018-06-22T00:01:00,6283
fraud app,2018-06-22T00:02:00,6668
fraud app,2018-06-22T00:03:00,6461
fraud app,2018-06-22T00:04:00,6422
fraud app,2018-06-22T00:05:00,6296
fraud app,2018-06-22T00:06:00,6225
fraud app,2018-06-22T00:07:00,6094
fraud app,2018-06-22T00:08:00,6049
fraud app,2018-06-22T00:09:00,5930
fraud app,2018-06-22T00:10:00,5797
fraud app,2018-06-22T00:11:00,5502
fraud app,2018-06-22T00:12:00,5644
fraud app,2018-06-22T00:13:00,5459
fraud app,2018-06-22T00:14:00,5468
fraud app,2018-06-22T00:15:00,5456
fraud app,2018-06-22T00:16:00,5516
fraud app,2018-06-22T00:17:00,5351
fraud app,2018-06-22T00:18:00,5275
fraud app,2018-06-22T00:19:00,4964
fraud app,2018-06-22T00:20:00,5014
fraud app,2018-06-22T00:21:00,4966
fraud app,2018-06-22T00:22:00,4672
fraud app,2018-06-22T00:23:00,4840
fraud app,2018-06-22T00:24:00,4522
fraud app,2018-06-22T00:25:00,4800
fraud app,2018-06-22T00:26:00,4715
fraud app,2018-06-22T00:27:00,4898
